DATE,MNO W,MNO X,MNO Y,MNO Z,,,
11/9/2019,98.980,99.230,98.650,99.210,,,
11/10/2019,99.080,99.100,99.430,98.450,,,
11/11/2019,99.320,99.000,98.450,99.560,,,
11/12/2019,97.670,98.230,98.560,99.210,,,
11/13/2019,98.670,98.240,99.120,99.310,,,
11/14/2019,98.340,99.230,98.870,99.070,,,
11/15/2019,98.670,98.780,99.500,98.860,,,
11/16/2019,98.450,99.120,98.760,98.900,,,
11/17/2019,99.420,99.080,97.870,99.760,,,
11/18/2019,98.560,98.980,98.090,99.540,,,
11/19/2019,96.340,98.980,95.650,99.210,,,
11/20/2019,98.980,98.670,99.000,98.980,,,
11/21/2019,99.220,99.000,97.890,99.140,,,
11/22/2019,99.080,98.890,98.670,99.230,,,
11/23/2019,98.980,99.000,98.560,99.320,,,
11/24/2019,98.660,99.230,97.560,98.840,,,
11/25/2019,99.080,99.320,97.890,99.260,,,
11/26/2019,99.210,99.120,99.050,99.210,,,
11/27/2019,99.340,99.450,99.120,98.890,,,
11/28/2019,98.870,99.000,98.560,99.410,,,
11/29/2019,98.450,98.556,98.560,98.860,,,
11/30/2019,99.220,99.340,98.980,99.100,,,
12/1/2019,98.670,99.000,98.120,99.140,,,
12/2/2019,98.670,99.230,98.210,99.230,,,
12/3/2019,97.890,98.780,98.720,99.320,,,
12/4/2019,97.880,98.890,98.130,98.840,,,
12/5/2019,99.230,98.540,98.270,99.260,,,
12/6/2019,98.560,98.760,98.360,99.210,,,
12/7/2019,98.450,98.980,98.980,98.890,,,
12/8/2019,99.320,99.230,98.120,99.430,,,
12/9/2019,99.120,98.990,98.210,99.210,,,
12/10/2019,99.120,98.780,98.720,98.760,,,
12/11/2019,98.540,98.990,99.300,99.320,,,
12/12/2019,99.120,98.970,98.540,98.950,,,
12/13/2019,98.450,98.890,97.360,99.320,,,
12/14/2019,98.450,99.450,96.730,99.060,,,
12/15/2019,98.980,99.230,98.560,98.760,,,
12/16/2019,99.240,99.280,98.450,99.210,,,
12/17/2019,98.340,98.000,98.450,99.420,,,
12/18/2019,99.080,99.230,97.250,99.210,,,
12/19/2019,99.220,99.010,97.450,98.980,,,
12/20/2019,99.160,98.890,98.560,98.650,,,
12/21/2019,98.680,98.340,97.760,99.220,,,
12/22/2019,98.560,99.010,98.600,98.960,,,
12/23/2019,99.540,99.440,99.120,98.540,,,
12/24/2019,99.120,99.320,97.190,99.330,,,
12/25/2019,99.140,99.650,98.450,99.340,,,
12/26/2019,99.060,99.230,98.980,99.420,,,
12/27/2019,99.120,99.320,98.120,99.320,,,
12/28/2019,98.670,98.890,98.210,99.210,,, 
12/29/2019,98.980,99.230,98.720,98.560,,,
12/30/2019,99.120,99.210,99.300,99.320,,,
12/31/2019,99.140,99.090,98.540,99.320,,,
1/1/2020,99.210,98.540,97.360,99.320,,,
1/2/2020,99.480,99.340,96.730,99.320,,,
1/3/2020,99.010,99.230,98.560,99.120,,,
1/4/2020,98.340,98.780,98.450,98.960,,,
1/5/2020,99.020,98.230,98.450,98.870,,,
1/6/2020,98.980,99.000,97.250,99.210,,,
1/7/2020,99.210,98.340,97.450,99.430,,,
1/8/2020,98.680,99.090,98.560,99.450,,,
1/9/2020,99.120,98.340,97.760,99.210,,,
1/10/2020,99.210,98.340,98.600,99.070,,,
1/11/2020,98.080,98.560,98.540,99.430,,,
1/12/2020,99.080,98.450,98.560,98.950,,,
1/13/2020,98.870,99.230,97.322,98.870,,,
1/14/2020,97.880,99.230,98.781,99.020,,,
1/15/2020,98.760,99.340,99.213,99.325,,,
1/16/2020,97.760,98.780,96.557,99.320,,,
1/17/2020,97.580,98.560,98.105,99.080,,,
1/18/2020,98.980,99.340,95.501,99.060,,,
1/19/2020,98.760,99.230,98.610,99.120,,,
1/20/2020,98.670,98.780,97.863,99.230,,,
1/21/2020,99.080,98.890,98.760,98.960,,,
1/22/2020,98.870,99.340,99.000,99.230,,,
1/23/2020,98.540,98.780,98.650,98.890,,,
1/24/2020,97.650,99.000,98.620,99.210,,,
1/25/2020,98.650,99.000,98.980,99.120,,,
1/26/2020,99.080,99.340,99.070,99.120,,,
1/27/2020,99.240,99.120,98.870,99.230,,,
1/28/2020,99.430,99.230,97.980,98.910,,,
1/29/2020,98.870,99.120,98.930,99.250,,,
1/30/2020,98.000,98.980,98.760,99.240,,,
1/31/2020,98.540,98.980,98.980,99.430,,,
2/1/2020,99.340,99.230,99.210,99.650,,,
2/2/2020,99.210,99.230,98.650,99.360,,,
2/3/2020,98.980,99.120,97.870,99.450,,,
2/4/2020,97.780,99.210,98.560,99.530,,,
2/5/2020,98.560,98.120,98.870,98.420,,,
2/6/2020,98.670,99.000,98.560,99.510,,,
2/7/2020,98.670,98.670,98.760,99.040,,,
2/8/2020,98.230,99.670,98.890,98.360,,,
2/9/2020,99.220,98.670,98.680,99.520,,,
2/10/2020,99.120,98.980,97.670,98.750,,,
2/11/2020,98.980,98.780,97.890,99.050,,,
2/12/2020,99.090,99.120,98.860,99.070,,,
2/13/2020,98.670,99.180,97.540,99.320,,,
2/14/2020,95.560,99.440,98.320,98.340,,,
2/15/2020,94.590,99.640,98.430,98.710,,,
2/16/2020,96.240,99.470,98.460,99.350,,,
2/17/2020,93.410,99.590,98.680,99.040,,,
2/18/2020,94.420,99.590,98.720,99.010,,,
2/19/2020,96.110,99.930,97.670,99.580,,,
2/20/2020,93.600,99.440,98.650,99.400,,,
2/21/2020,95.210,99.440,97.560,99.430,,,
2/22/2020,94.880,99.980,98.670,99.370,,,
2/23/2020,98.980,98.880,98.650,99.230,,,
2/24/2020,97.980,99.090,99.150,98.980,,,
2/25/2020,98.210,99.000,98.760,99.340,,,
2/26/2020,99.230,98.980,98.890,99.320,,,
2/27/2020,99.210,99.230,98.680,99.120,,,
2/28/2020,98.650,99.230,97.670,98.560,,,
2/29/2020,97.760,99.210,97.890,99.320,,,
3/1/2020,96.780,98.780,98.860,99.320,,,
3/2/2020,98.670,97.780,97.540,99.090,,,
3/3/2020,98.780,98.780,98.320,98.450,,,
3/4/2020,98.450,98.980,98.430,99.430,,,
3/5/2020,98.890,99.230,98.460,99.040,,,
3/6/2020,98.980,99.120,98.680,99.230,,,
3/7/2020,97.680,97.890,98.720,98.560,,,
3/8/2020,98.680,98.890,97.670,99.040,,,
3/9/2020,99.020,98.780,98.650,99.210,,,
3/10/2020,99.560,99.670,97.560,98.890,,,
3/11/2020,98.960,99.230,98.650,99.080,,,
3/12/2020,97.880,99.120,98.870,98.650,,,
3/13/2020,99.080,99.340,97.650,99.210,,,
3/14/2020,97.860,98.890,99.000,99.150,,,
3/15/2020,98.450,99.230,98.540,99.240,,,
3/16/2020,98.610,99.120,97.540,99.050,,,
3/17/2020,99.330,99.230,98.210,98.940,,,
3/18/2020,99.420,98.800,99.000,99.210,,,
3/19/2020,99.220,99.030,98.240,99.350,,,
3/20/2020,98.980,99.230,98.230,99.110,,,
3/21/2020,98.760,99.230,98.120,98.970,,,
3/22/2020,99.090,98.670,99.060,99.030,,,
3/23/2020,98.440,98.670,98.540,97.950,,,
3/24/2020,98.450,99.087,98.000,98.950,,,
3/25/2020,98.700,98.980,98.990,99.310,,,
3/26/2020,99.060,99.350,96.842,99.110,,,
3/27/2020,97.760,99.320,97.478,98.960,,,
3/28/2020,98.780,99.230,98.147,98.940,,,
3/29/2020,98.890,98.800,97.776,99.210,,,
3/30/2020,98.560,99.230,99.286,99.080,,,
3/31/2020,98.560,99.650,98.119,99.330,,,
4/1/2020,98.680,98.670,98.270,98.950,,,
4/2/2020,98.780,98.980,97.322,99.110,,,
4/3/2020,98.980,99.100,98.781,99.370,,,
4/4/2020,98.660,98.560,99.213,98.580,,,
4/5/2020,98.990,99.000,96.557,99.080,,,
4/6/2020,96.760,99.450,98.105,99.310,,,
4/7/2020,92.560,99.320,95.501,99.020,,,
4/8/2020,93.560,97.890,98.610,99.410,,,
4/9/2020,98.840,98.780,97.863,99.340,,,
4/10/2020,98.780,98.790,90.505,99.220,,,
4/11/2020,99.060,99.000,92.369,99.530,,,
4/12/2020,98.540,99.060,97.441,99.470,,,
4/13/2020,98.780,99.210,94.552,99.570,,,
4/14/2020,97.870,98.430,97.362,99.730,,,
4/15/2020,98.970,98.680,98.667,99.420,,,
4/16/2020,96.890,99.450,98.623,99.020,,,
4/17/2020,98.870,99.230,97.378,98.740,,,
4/18/2020,99.210,99.090,96.685,98.220,,,
4/19/2020,99.250,99.000,98.650,98.980,,,
4/20/2020,98.680,98.870,98.320,98.930,,,
4/21/2020,98.650,98.950,95.579,98.990,,,
4/22/2020,98.980,99.900,97.979,97.910,,,
4/23/2020,98.670,99.250,96.634,98.900,,,
4/24/2020,99.060,99.600,94.652,97.010,,,
4/25/2020,96.560,97.260,88.633,95.440,,,
4/26/2020,94.220,97.930,94.131,94.980,,,
4/27/2020,94.880,99.290,94.651,96.910,,,
4/28/2020,96.110,99.000,97.226,97.350,,,
4/29/2020,96.570,99.240,97.563,99.200,,,
4/30/2020,94.280,99.300,98.647,98.610,,,
5/1/2020,93.450,97.460,98.223,97.370,,,
5/2/2020,93.880,97.030,94.960,97.940,,,
5/3/2020,94.420,97.510,94.687,97.580,,,
5/4/2020,99.220,97.210,96.889,98.570,,,
5/5/2020,99.150,97.560,98.539,99.560,,,
5/6/2020,98.370,97.560,97.657,99.710,,,
5/7/2020,97.550,97.530,98.334,99.060,,,
5/8/2020,98.280,97.490,99.034,97.840,,,
5/9/2020,99.430,97.510,98.254,99.210,,,
5/10/2020,99.160,97.530,98.130,97.700,,,
5/11/2020,98.790,96.310,98.833,99.640,,,
5/12/2020,99.410,97.560,97.986,98.910,,,
5/13/2020,97.660,96.120,97.765,99.480,,,
5/14/2020,98.390,96.700,98.342,99.040,,,
5/15/2020,99.000,97.320,95.687,99.590,,,
5/16/2020,99.240,97.560,97.591,99.750,,,
5/17/2020,96.430,97.520,99.382,99.860,,,
5/18/2020,98.840,97.400,98.983,99.690,,,
5/19/2020,99.300,96.480,98.584,99.180,,,
5/20/2020,98.370,97.560,98.982,98.140,,,
5/21/2020,97.880,97.220,99.073,97.540,,,
5/22/2020,98.250,97.510,98.855,98.080,,,
5/23/2020,98.410,97.560,99.080,99.470,,,
5/24/2020,97.820,97.470,99.450,98.530,,,
5/25/2020,97.760,97.430,98.779,98.440,,,
5/26/2020,96.340,97.040,97.706,99.230,,,
5/27/2020,96.820,92.770,91.991,98.990,,,
5/28/2020,93.750,99.810,95.344,99.060,,,
5/29/2020,95.640,100.000,95.049,98.150,,,
5/30/2020,95.460,98.420,98.443,98.830,,,
5/31/2020,96.490,98.960,97.516,97.890,,,
6/1/2020,96.940,99.890,97.776,98.430,,,
6/2/2020,95.430,99.580,96.347,99.230,,,
6/3/2020,95.310,99.860,97.609,99.620,,,
6/4/2020,92.730,99.220,95.201,98.920,,,
6/5/2020,92.260,98.400,97.440,97.050,,,
6/6/2020,91.140,99.070,97.553,99.170,,,
6/7/2020,94.550,99.640,97.085,98.470,,,
6/8/2020,94.770,99.080,95.325,98.650,,,
6/9/2020,92.410,98.310,93.113,98.520,,,
6/10/2020,96.340,93.630,92.565,98.730,,,
6/11/2020,99.030,99.770,97.896,98.770,,,
6/12/2020,98.180,99.690,98.198,99.040,,,
6/13/2020,96.810,99.170,95.376,99.530,,,
6/14/2020,97.570,97.400,94.008,98.400,,,
6/15/2020,97.570,100.000,97.537,99.700,,,
6/16/2020,96.810,99.390,79.754,96.570,,,
6/17/2020,98.700,99.540,98.556,97.790,,,
6/18/2020,98.900,99.980,98.404,99.730,,,
6/19/2020,96.030,99.480,98.724,99.570,,,
6/20/2020,98.990,99.540,98.197,99.510,,,
6/21/2020,99.270,99.850,97.586,99.840,,,
6/22/2020,97.460,97.640,91.349,99.600,,,
6/23/2020,98.660,98.930,88.003,99.580,,,
6/24/2020,98.730,99.160,98.172,97.750,,,
6/25/2020,99.130,98.450,94.732,99.330,,,
6/26/2020,99.330,97.950,94.326,99.010,,,
6/27/2020,98.430,99.270,96.281,98.840,,,
6/28/2020,98.330,99.900,97.537,98.610,,,
6/29/2020,99.380,89.690,97.242,97.980,,,
6/30/2020,95.940,97.000,97.826,98.950,,,
7/1/2020,99.060,99.630,97.041,98.600,,,
7/2/2020,97.800,99.560,97.890,99.100,,,
7/3/2020,98.730,97.960,96.062,99.490,,,
7/4/2020,98.550,99.120,88.396,99.100,,,
7/5/2020,98.610,99.630,64.236,99.280,,,
7/6/2020,99.340,99.800,77.629,98.730,,,
7/7/2020,98.220,99.900,65.000,99.130,,,
7/8/2020,99.170,100.000,80.776,98.660,,,
7/9/2020,99.820,99.870,94.719,99.880,,,
7/10/2020,99.210,99.740,96.403,99.480,,,
7/11/2020,99.340,99.120,98.493,99.680,,,
7/12/2020,98.660,99.550,98.171,99.780,,,
7/13/2020,99.760,99.820,97.965,98.850,,,
7/14/2020,99.130,99.670,97.048,97.550,,,
7/15/2020,98.630,99.900,98.355,99.680,,,
7/16/2020,99.450,99.060,94.474,98.950,,,
7/17/2020,98.120,84.260,97.422,96.440,,,
7/18/2020,96.370,96.560,94.857,99.700,,,
7/19/2020,96.650,99.960,97.844,99.230,,,
7/20/2020,95.540,99.090,97.993,99.130,,,
7/21/2020,96.130,99.710,99.281,98.880,,,
7/22/2020,95.930,99.490,74.619,98.670,,,
7/23/2020,95.820,99.560,95.200,98.710,,,
7/24/2020,97.780,99.160,99.100,99.010,,,
7/25/2020,98.560,98.500,98.095,99.210,,,
7/26/2020,98.480,99.290,97.759,97.650,,,
7/27/2020,98.830,97.960,97.708,95.000,,,
7/28/2020,95.870,99.190,99.066,97.940,,,
7/29/2020,94.110,99.570,97.565,98.650,,,
7/30/2020,97.240,98.090,97.585,97.190,,,
7/31/2020,98.060,99.040,97.509,96.510,,,
8/1/2020,96.530,99.880,95.153,98.710,,,
8/2/2020,79.970,99.790,99.463,95.690,,,
8/3/2020,77.340,99.930,98.523,99.110,,,
8/4/2020,86.150,99.880,96.124,97.870,,,
8/5/2020,93.450,98.750,98.645,99.530,,,
8/6/2020,95.120,99.970,96.667,88.440,,,
8/7/2020,93.570,99.990,97.368,92.070,,,
8/8/2020,83.610,99.580,99.048,92.080,,,
8/9/2020,92.030,99.420,98.292,92.290,,,
8/10/2020,88.920,99.300,98.481,92.310,,,
8/11/2020,94.610,99.890,98.757,97.220,,,
8/12/2020,76.040,99.990,98.311,96.770,,,
8/13/2020,96.650,99.310,96.836,99.500,,,
8/14/2020,76.910,99.800,98.498,99.170,,,
8/15/2020,93.830,99.740,98.519,99.340,,,
8/16/2020,97.150,99.330,98.786,98.980,,,
8/17/2020,90.960,99.770,98.708,98.950,,,
8/18/2020,97.650,99.380,99.107,97.710,,,
8/19/2020,98.100,99.760,94.317,97.950,,,
8/20/2020,96.500,99.930,96.029,98.540,,,
8/21/2020,97.070,99.350,96.529,97.620,,,
8/22/2020,98.460,99.780,99.064,97.990,,,
8/23/2020,99.190,99.160,98.341,98.620,,,
8/24/2020,96.350,99.490,98.023,99.310,,,
8/25/2020,95.080,99.140,98.646,99.560,,,
8/26/2020,99.490,99.770,98.540,98.040,,,
8/27/2020,98.330,99.730,98.640,98.290,,,
8/28/2020,99.570,99.820,98.869,99.400,,,
8/29/2020,97.420,99.210,97.620,98.820,,,
8/30/2020,97.420,99.640,98.425,99.420,,,
8/31/2020,98.840,99.060,98.419,99.670,,,
9/1/2020,97.320,98.290,97.120,98.280,,,
9/2/2020,95.500,99.050,98.467,97.820,,,
9/3/2020,98.810,99.790,97.679,99.190,,,
9/4/2020,98.430,98.940,94.440,99.230,,,
9/5/2020,98.250,97.980,96.667,99.350,,,
9/6/2020,98.740,99.170,98.032,99.340,,,
9/7/2020,97.770,99.780,95.278,99.530,,,
9/8/2020,98.950,99.720,97.011,99.060,,,
9/9/2020,99.150,99.870,98.308,99.750,,,
9/10/2020,99.270,99.740,95.071,99.580,,,
9/11/2020,96.670,99.690,98.266,99.830,,,
9/12/2020,97.410,99.620,96.043,99.700,,,
9/13/2020,98.370,99.470,96.104,99.510,,,
9/14/2020,97.330,99.620,93.934,99.620,,,
9/15/2020,99.420,99.260,92.629,99.390,,, 
9/16/2020,99.790,99.940,97.573,99.510,,,
9/17/2020,98.310,99.760,96.722,99.600,,,
9/18/2020,99.010,99.650,97.255,99.690,,,
9/19/2020,96.420,99.160,97.820,99.140,,,
9/20/2020,99.590,98.980,98.577,99.240,,,
9/21/2020,99.230,99.090,98.176,97.870,,,
9/22/2020,99.250,99.240,96.870,99.610,,,
9/23/2020,97.460,99.330,97.880,97.960,,,
9/24/2020,97.700,99.770,97.650,98.210,,,
9/25/2020,98.650,99.500,97.432,98.970,,,
9/26/2020,97.980,98.690,96.680,98.650,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,, ,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
